num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration
0,0,2,89,3,13,2,747,85,0,0,0,10
0,0,2,22,6,12,1,713,51,1,1,1,9
1,1,2,95,61,10,0,626,4,0,1,0,19
5,0,2,188,6,2,6,717,51,1,0,1,0
0,0,2,72,160,12,6,6,51,1,0,0,19
0,1,2,19,6,18,2,716,51,1,1,1,17
0,0,2,4,93,8,0,148,4,0,0,1,19
0,0,2,40,30,6,3,243,4,1,0,1,19
1,0,2,20,4,4,6,566,91,1,0,0,0
1,0,2,311,13,6,3,265,36,1,0,0,19
0,1,2,6,3,15,4,294,93,1,0,0,10
0,1,2,295,16,15,0,428,51,0,0,0,19
0,0,2,213,5,14,0,147,43,1,0,0,13
1,0,2,178,18,13,2,770,4,1,0,1,17
0,0,2,35,3,11,5,331,93,1,0,0,7
1,0,2,84,5,11,2,253,36,0,0,0,8
0,0,2,229,7,8,5,6,61,0,0,0,19
1,0,2,46,6,7,4,377,4,0,0,0,9
0,0,2,133,120,2,6,6,61,1,0,0,19
4,0,2,98,5,5,0,564,37,1,0,1,7
0,0,2,6,4,14,4,158,85,1,1,1,12
0,0,2,36,49,9,3,755,37,1,0,0,7
0,1,2,43,3,10,5,42,85,0,0,1,12
0,0,2,39,80,3,4,515,51,1,1,0,19
0,0,2,52,5,3,0,6,103,1,0,0,19
0,0,2,3,28,8,2,727,4,1,0,0,9
1,0,2,9,6,5,3,356,51,1,1,1,5
0,0,2,17,7,1,4,148,4,0,0,1,19
1,0,2,294,30,10,5,6,51,1,0,1,19
0,0,2,6,18,5,3,574,50,1,0,1,2
0,0,2,37,16,23,1,621,4,1,1,1,19
0,1,2,241,7,18,0,92,101,1,1,1,19
0,1,2,2,47,2,5,293,4,1,1,1,9
0,0,2,70,47,15,0,179,91,1,0,1,0
0,0,2,72,80,7,3,159,93,1,0,0,13
1,0,2,48,4,14,3,255,36,0,0,0,8
0,0,2,192,22,22,6,446,4,1,0,0,19
1,0,2,72,4,6,6,549,80,0,0,0,13
0,0,2,10,5,7,3,420,85,0,1,1,12
0,0,2,2,44,7,0,639,4,1,1,1,19
1,0,2,269,20,21,0,6,61,1,0,0,19
1,0,2,20,25,1,4,458,4,1,0,1,17
0,0,2,2,15,7,4,265,36,1,0,0,19
0,0,2,291,13,7,6,6,51,1,1,0,19
5,0,2,118,6,4,2,626,51,1,0,0,19
1,0,2,143,4,2,1,308,85,1,0,0,10
0,0,2,35,15,6,1,3,85,0,0,1,12
1,0,2,55,68,7,3,6,51,1,0,1,19
0,0,2,35,4,14,1,614,4,1,0,0,9
1,0,2,17,68,16,0,562,4,1,1,1,9
0,0,2,126,4,6,2,101,37,0,0,1,15
0,1,2,46,6,16,6,187,93,0,0,0,18
0,0,2,158,11,5,1,713,4,1,0,0,9
1,0,2,90,4,13,1,298,17,1,0,0,5
0,0,2,31,51,10,0,622,4,1,0,1,19
0,0,2,296,7,2,0,148,4,1,0,1,19
2,0,2,44,6,6,0,376,17,1,0,0,11
0,0,2,44,5,13,0,293,48,1,0,1,9
0,0,2,194,3,23,2,438,4,0,0,1,17
1,1,2,13,5,4,3,376,17,0,0,0,11
1,0,2,4,5,5,5,501,43,1,0,0,13
0,0,2,382,4,14,6,405,37,0,0,0,15
5,0,2,96,4,9,4,99,37,1,0,0,8
1,0,2,54,6,12,2,379,17,1,0,0,7
0,0,2,15,4,1,3,365,4,0,0,1,9
0,0,2,34,12,23,6,721,4,1,0,1,10
1,0,2,63,6,6,2,376,17,1,0,0,11
2,1,2,42,6,6,5,505,17,1,0,0,11
1,0,2,227,11,2,2,6,51,1,0,1,19
0,0,2,5,7,12,3,519,4,0,1,0,9
1,0,2,247,4,11,0,159,93,1,0,0,13
0,0,2,93,5,13,2,688,4,1,1,1,19
0,0,2,75,24,11,4,782,91,1,1,1,17
2,0,2,14,16,11,3,176,4,1,0,0,9
0,0,2,63,3,13,0,308,85,0,0,0,10
0,0,2,65,110,2,0,31,85,1,0,0,10
0,0,2,41,7,11,6,430,4,1,0,0,12
0,0,2,60,6,8,1,199,51,1,1,1,18
1,0,2,66,4,6,1,167,91,1,0,1,0
2,0,2,50,6,4,6,379,17,1,0,0,7
0,1,2,3,10,9,6,105,43,1,0,1,13
0,0,2,5,14,13,4,291,4,0,0,0,19
1,0,2,10,4,7,1,42,85,1,1,1,12
0,0,2,56,10,9,0,94,4,0,0,0,9
0,0,2,55,22,15,1,584,91,1,0,0,2
0,0,2,36,7,11,1,627,4,1,0,1,19
1,0,2,216,3,6,6,538,43,0,1,0,13
0,0,2,8,3,2,5,632,51,1,1,1,19
0,0,2,22,14,5,3,584,91,0,0,0,2
1,0,2,292,6,8,0,376,17,1,1,0,11
1,0,2,266,73,10,3,674,4,0,0,0,9
2,0,2,109,6,18,5,387,43,1,1,1,15
0,0,2,32,7,4,2,293,4,0,0,1,9
0,0,2,6,18,6,3,713,51,1,0,1,9
0,0,2,3,22,7,0,157,93,0,1,1,15
1,0,2,107,16,21,0,364,27,1,1,1,19
0,0,2,121,3,9,2,753,103,0,0,1,7
0,0,2,297,5,14,0,284,93,0,0,1,15
2,0,2,12,6,3,4,371,17,1,0,0,13
1,0,2,22,5,10,5,255,36,0,0,0,8
0,0,2,90,10,3,6,760,4,1,1,1,17
0,0,2,54,7,9,3,716,4,0,0,1,17
6,0,2,356,6,3,1,207,101,1,0,0,1
0,0,2,74,37,12,5,633,4,1,1,1,19
1,0,2,54,9,15,1,10,91,0,0,1,0
0,1,2,8,20,3,0,481,37,1,0,0,13
0,1,2,81,4,11,3,425,85,0,1,1,12
0,0,2,9,12,7,2,299,43,1,0,1,15
1,1,2,245,6,0,2,593,4,0,0,0,9
0,0,2,69,6,12,2,626,4,0,1,0,19
0,0,2,51,12,9,4,148,4,1,0,1,19
0,0,2,28,11,16,2,241,7,0,1,1,19
2,0,2,55,6,12,4,595,17,1,1,1,7
0,0,2,14,77,10,3,178,4,1,0,1,17
1,0,2,13,12,5,3,452,4,1,1,1,16
0,0,2,21,3,13,3,733,91,0,0,1,9
3,0,2,97,5,5,3,633,103,1,0,0,19
0,0,2,94,3,6,1,404,43,0,1,0,15
4,0,2,33,2,2,2,542,43,1,0,0,13
0,0,2,13,77,6,3,27,37,1,0,1,19
0,0,2,83,2,2,5,112,85,0,1,1,10
0,1,2,160,13,4,0,57,36,1,1,1,17
0,0,1,8,3,4,6,304,37,1,0,0,19
0,0,2,6,5,1,5,772,4,1,0,1,17
1,1,2,83,5,8,1,656,91,1,0,0,0
1,0,2,222,4,8,3,397,43,1,0,0,15
1,0,2,33,6,11,1,364,4,0,0,0,19
0,0,2,107,3,10,3,203,43,1,1,1,18
0,0,2,82,10,10,2,291,4,1,0,1,19
2,0,2,195,20,0,6,178,4,1,1,1,17
0,0,2,11,5,14,3,389,43,0,0,0,15
2,0,2,103,6,4,3,717,51,1,0,1,0
1,0,2,357,5,9,2,42,85,0,0,0,12
0,0,2,113,10,22,1,770,4,1,0,1,17
1,1,2,38,5,6,6,722,4,1,1,1,9
0,0,2,3,12,15,2,645,4,1,0,0,19
2,0,2,98,5,6,6,6,51,1,0,0,19
0,0,2,3,59,1,0,247,4,1,0,1,17
0,0,2,9,6,17,3,322,4,1,0,0,9
0,0,2,110,5,3,1,287,93,0,0,0,13
0,0,2,5,154,9,3,174,4,1,1,1,19
1,0,2,35,4,8,2,634,34,0,0,0,19
1,0,2,261,6,7,0,227,17,1,0,1,1
0,0,2,18,33,12,0,633,4,1,0,0,19
0,1,2,1,9,23,6,6,61,1,0,0,19
0,1,2,206,6,7,3,633,4,1,0,0,19
0,1,2,26,5,15,3,367,43,1,1,1,15
0,0,2,185,12,10,4,265,4,1,1,1,19
1,0,2,38,4,13,0,596,4,1,0,1,17
0,0,2,17,12,9,1,158,85,0,1,0,12
0,0,2,6,5,8,2,715,17,1,0,0,7
0,0,2,173,19,7,5,633,4,1,0,0,19
1,0,2,24,75,11,2,247,4,1,1,1,17
1,1,2,29,6,6,3,309,17,1,1,1,7
1,1,2,25,4,9,2,308,85,1,1,1,10
0,0,2,168,12,2,4,555,4,0,1,0,19
0,1,2,31,4,10,5,717,91,0,0,0,0
0,0,2,44,10,10,1,148,4,1,0,1,19
0,0,2,228,6,2,1,298,17,0,0,0,5
1,0,2,163,5,7,5,397,51,1,1,0,15
0,0,2,96,10,14,0,309,101,1,1,1,7
0,1,2,15,4,14,4,101,37,0,0,0,15
1,0,2,16,80,12,1,302,43,0,0,1,13
0,0,2,16,2,6,3,285,93,0,0,0,12
0,0,2,238,5,9,2,498,51,1,0,1,0
0,0,2,47,5,10,5,381,91,1,1,1,0
2,0,2,198,12,0,0,373,4,1,1,0,19
2,0,2,84,6,8,3,592,17,0,0,1,11
0,0,2,46,18,0,3,291,4,0,0,0,19
1,0,2,16,76,6,6,693,91,1,0,1,19
0,0,2,32,8,12,1,519,4,0,1,0,9
1,0,2,80,22,23,4,611,4,1,1,1,19
0,0,2,5,9,5,6,247,4,1,0,1,17
0,0,2,15,6,8,4,716,51,1,0,0,17
0,0,2,239,6,1,4,302,43,0,0,1,13
2,0,2,88,13,7,2,693,4,1,1,0,19
0,0,2,30,22,5,0,452,4,1,1,1,16
0,0,2,28,5,13,3,437,37,1,0,1,12
0,0,2,33,21,0,3,291,4,1,0,0,19
0,0,2,1,5,1,0,630,4,0,0,0,19
0,1,2,7,4,23,5,576,58,1,1,0,2
0,0,2,69,4,6,1,429,51,0,0,0,12
0,0,2,2,11,6,0,770,4,1,1,0,17
1,0,2,44,23,14,4,280,4,1,1,1,17
0,0,2,155,32,13,0,366,4,1,0,1,17
1,0,2,18,6,12,6,397,51,0,0,0,15
0,0,2,10,6,13,4,374,93,1,1,1,14
0,0,2,6,5,22,0,307,17,1,0,0,11
0,0,2,133,77,15,1,471,51,1,1,1,19
0,0,2,4,2,13,1,203,80,0,1,1,18
0,0,2,184,56,16,1,287,43,0,0,0,13
0,0,2,94,42,13,6,616,4,1,0,1,17
0,0,2,53,5,10,5,754,17,0,0,1,7
0,0,2,65,24,15,2,518,51,1,0,0,11
0,0,2,60,7,12,2,296,4,0,0,0,17
0,0,2,127,4,11,2,284,93,1,0,0,15
0,1,2,22,4,12,5,782,91,0,1,1,17
0,1,2,168,20,10,5,743,91,1,0,1,0
2,0,2,66,4,3,2,617,91,1,0,0,0
0,0,2,168,79,13,1,52,4,1,1,0,17
0,0,2,189,80,0,3,688,4,1,0,1,19
0,1,2,98,6,15,1,469,51,0,1,1,13
0,0,2,4,6,12,4,404,80,1,0,0,15
0,0,2,66,3,11,1,404,43,0,0,0,15
2,0,2,442,7,2,1,6,51,1,1,1,19
0,0,2,11,120,10,3,408,36,0,0,0,19
0,0,2,21,14,7,3,365,4,1,0,1,9
1,0,2,46,36,10,0,6,61,1,0,1,19
4,0,2,48,9,5,1,296,93,1,0,1,17
1,1,2,7,6,14,2,656,91,1,0,0,0
0,1,2,96,6,16,4,656,91,0,1,1,0
1,0,2,146,15,3,0,291,4,1,1,1,19
0,0,2,82,6,11,1,545,43,0,0,0,13
1,0,2,57,4,3,2,561,37,0,0,0,11
2,0,2,149,5,12,2,300,85,1,1,0,12
1,0,2,252,4,17,6,287,93,1,0,0,13
2,0,2,157,6,4,4,376,34,1,1,1,11
1,0,2,44,4,15,1,167,93,1,0,0,0
1,1,2,3,5,5,5,285,93,1,1,1,12
1,0,1,137,25,23,5,148,4,0,1,1,19
0,0,2,113,5,8,5,307,17,0,0,0,11
1,0,2,190,12,1,0,680,51,0,0,0,19
0,0,2,7,16,11,5,590,51,1,1,0,19
4,0,2,2,10,10,1,660,71,1,0,0,17
0,0,2,23,5,6,1,367,43,0,0,1,15
0,0,2,13,4,7,1,174,4,0,0,1,19
0,0,2,22,4,1,1,638,4,0,0,0,19
0,0,2,40,3,5,1,429,85,0,0,0,12
1,0,2,170,15,15,6,174,4,1,1,1,19
0,0,2,26,15,7,5,200,4,0,0,0,18
1,0,2,214,10,8,0,373,4,1,0,1,19
1,0,2,322,5,0,0,542,51,1,1,1,13
0,0,2,16,14,14,1,291,101,1,0,1,19
1,1,2,45,11,14,6,688,103,1,0,0,19
0,0,2,49,17,3,6,748,85,1,1,1,10
1,0,0,162,5,13,3,311,91,1,1,1,0
1,0,2,71,62,13,6,611,4,1,1,1,19
1,0,2,19,10,20,2,659,71,0,0,0,9
1,0,2,14,38,12,1,438,4,1,0,1,17
2,1,2,30,5,16,0,292,17,1,1,1,11
0,1,2,4,12,2,6,178,4,1,1,1,17
0,0,2,2,4,1,1,519,51,0,1,0,9
0,0,2,20,12,1,2,293,4,1,0,0,9
1,0,2,44,5,4,1,429,85,1,0,0,12
0,0,2,29,15,12,4,6,51,0,0,1,19
5,0,2,74,6,10,5,253,36,1,0,0,8
0,0,2,200,5,7,5,542,51,0,0,1,13
1,0,2,205,4,8,5,371,43,0,0,0,13
1,0,2,191,28,23,3,6,51,1,1,0,19
0,1,2,250,4,14,6,284,43,0,0,1,15
0,0,2,93,5,12,1,633,4,0,0,1,19
0,0,2,165,6,19,0,404,80,1,1,1,15
0,0,2,6,4,12,2,381,91,1,1,1,0
1,0,2,15,4,3,4,377,4,0,0,1,9
0,0,2,66,17,6,4,31,85,1,0,0,10
0,0,2,80,20,14,4,380,4,0,0,0,17
3,0,2,124,30,4,4,659,4,1,0,1,9
0,0,2,124,40,15,0,366,4,0,0,0,17
0,0,2,10,6,10,3,614,4,1,0,0,9
0,0,2,11,25,2,4,716,51,1,0,0,17
0,0,2,2,3,13,1,304,4,1,1,1,19
7,0,2,58,4,10,1,561,37,0,0,0,11
0,0,2,2,59,3,5,33,4,1,0,1,17
0,0,2,17,18,8,0,458,4,1,1,1,17
1,0,2,19,2,6,3,42,85,1,0,0,12
1,0,2,33,7,5,1,749,85,0,0,0,17
2,0,2,54,6,0,1,713,51,0,0,0,9
0,0,2,27,15,2,0,438,85,0,0,0,17
2,0,2,333,11,9,1,6,12,0,0,0,19
1,0,2,46,8,4,1,713,4,1,1,0,9
1,1,2,15,5,9,1,508,17,0,0,0,7
0,0,2,34,6,6,1,222,4,0,0,1,19
1,0,2,192,12,12,3,380,4,0,1,1,17
4,0,2,55,5,3,3,788,91,1,0,1,0
0,0,2,90,53,6,6,70,17,1,0,0,5
0,0,2,10,10,6,1,633,4,0,0,1,19
1,0,2,89,7,13,1,543,4,1,0,1,13
0,0,2,7,17,13,2,470,80,1,0,0,2
0,0,2,69,6,9,4,429,51,1,1,1,12
0,0,2,70,12,5,6,6,61,1,0,1,19
0,0,2,136,16,21,5,658,4,0,1,1,19
1,0,2,48,5,4,5,425,101,0,0,0,12
0,0,2,70,8,6,2,357,36,1,0,0,5
1,0,2,17,14,23,6,178,4,1,1,1,17
1,0,2,1,6,4,6,520,85,1,0,0,10
0,0,2,23,4,2,2,747,85,0,0,0,10
3,0,2,49,4,9,2,788,91,1,0,1,0
2,0,2,75,5,3,5,761,91,1,0,0,0
0,0,2,11,5,0,2,549,80,0,1,0,13
0,0,2,253,75,9,4,296,93,0,0,1,17
0,0,2,70,18,9,6,659,4,1,0,1,9
0,0,2,70,3,23,3,231,101,1,1,1,17
0,0,2,57,6,1,4,10,71,0,0,0,0
1,0,2,36,11,3,4,626,51,1,0,1,19
0,1,2,52,5,15,4,398,43,1,0,0,15
0,0,2,121,31,7,5,515,4,1,0,0,19
3,0,2,82,26,10,1,174,4,1,1,1,19
1,0,2,49,7,14,1,291,4,1,0,0,19
0,1,2,150,10,14,1,397,51,1,1,1,15
0,0,2,47,4,12,4,549,80,1,0,0,13
1,0,2,234,3,16,0,110,37,0,0,0,11
0,0,2,1,227,7,4,419,51,1,0,0,12
0,0,2,61,4,11,4,716,4,0,0,1,17
0,1,2,160,13,16,2,538,52,1,0,0,13
1,0,2,19,6,14,5,549,80,1,0,1,13
1,0,2,157,12,12,2,622,4,1,1,1,19
0,0,2,182,20,6,1,639,4,1,1,1,19
0,0,2,138,17,11,5,6,51,1,1,1,19
0,0,2,88,22,10,2,6,80,1,1,0,19
0,0,2,15,18,10,1,566,91,1,0,0,0
0,0,2,83,6,10,6,430,85,1,0,0,12
1,0,2,205,5,3,2,425,85,0,0,0,12
1,0,2,37,8,22,5,296,4,1,1,1,17
1,0,2,50,5,15,5,523,51,1,0,0,0
0,1,2,87,9,13,4,231,17,0,0,0,17
0,0,2,17,12,8,4,113,37,1,0,1,7
0,0,2,86,23,8,3,452,4,1,0,1,16
0,0,2,78,13,3,1,280,36,1,0,1,17
0,1,2,49,4,7,6,371,43,0,0,0,13
1,0,2,71,4,14,1,368,85,1,0,0,12
1,0,2,20,62,4,3,659,4,1,0,0,9
1,0,2,179,6,23,6,203,80,1,0,0,18
1,0,2,46,5,16,2,368,85,0,0,0,12
0,0,2,15,4,8,5,523,51,1,0,0,0
1,1,2,153,18,0,5,176,4,1,1,1,9
0,0,2,56,10,4,1,733,4,1,1,1,9
0,0,2,20,5,5,2,111,4,1,1,1,9
1,1,2,20,5,4,6,478,51,1,1,1,0
1,0,2,1,4,14,0,6,51,1,0,1,19
1,0,2,36,9,8,5,549,80,1,0,0,13
0,1,2,40,7,2,1,176,4,1,0,0,9
0,0,2,105,17,12,5,416,51,1,1,0,12
0,0,2,5,10,11,1,411,4,1,0,1,9
0,0,2,79,18,5,3,412,4,1,0,1,17
3,0,2,21,5,7,4,716,51,1,1,0,17
0,1,2,2,15,3,5,401,43,1,0,1,15
0,0,2,39,8,10,3,430,4,1,1,1,12
1,0,2,232,5,3,6,550,37,0,0,0,13
0,0,2,133,5,4,6,42,85,0,0,0,12
0,0,2,0,21,7,1,775,80,1,1,0,4
0,0,2,34,5,23,4,487,4,1,1,1,17
0,0,2,94,11,7,3,299,43,1,0,0,15
0,1,2,16,11,1,5,438,4,1,1,1,17
0,0,2,12,53,3,1,470,51,1,0,0,2
1,0,2,257,6,0,1,375,4,1,1,0,19
0,0,2,36,5,8,4,436,85,1,0,1,12
1,0,2,31,5,5,6,566,97,0,0,0,0
0,0,2,53,42,21,1,47,51,1,1,1,19
0,0,2,2,2,14,6,102,85,0,0,0,12
0,0,2,11,9,1,0,506,4,1,0,1,9
2,0,2,19,4,1,5,717,91,1,0,0,0
0,0,2,85,31,22,5,770,4,1,1,1,17
0,0,2,22,32,8,2,633,4,1,0,0,19
0,1,2,65,8,12,1,716,4,1,1,1,17
1,0,2,23,5,15,4,717,51,1,0,0,0
0,0,2,172,3,1,0,99,37,0,0,0,8
0,0,2,0,1,3,4,404,43,0,0,0,15
1,0,2,221,6,5,3,55,36,1,1,0,19
0,0,2,31,7,13,4,289,4,1,1,0,19
1,0,2,32,4,6,4,727,103,1,1,1,9
1,1,2,44,22,5,3,642,4,1,1,0,19
1,0,2,129,5,13,5,187,93,1,1,0,18
0,0,2,3,3,1,2,289,4,0,1,0,19
4,0,2,62,10,9,0,113,17,0,0,0,7
2,0,2,53,4,1,6,535,43,1,0,0,13
2,0,2,190,11,2,2,380,4,0,0,1,17
2,0,2,187,10,16,4,86,36,1,0,1,19
0,0,2,5,6,6,4,707,17,0,0,0,11
0,0,2,18,4,12,2,412,4,1,0,0,17
0,0,2,10,41,9,4,680,4,1,0,0,19
0,0,2,28,48,12,2,296,4,1,1,0,17
0,0,2,69,5,10,4,725,51,1,1,0,9
0,1,2,25,4,22,1,302,43,1,0,0,13
0,0,2,263,8,4,0,632,51,1,0,0,19
1,1,2,313,3,17,6,159,93,1,1,0,13
0,0,2,67,6,11,6,611,36,1,0,1,19
0,0,0,7,1,11,5,566,91,1,0,1,0
0,0,2,49,16,11,4,574,50,1,0,1,2
0,0,2,3,20,14,0,430,4,1,1,1,12
0,0,2,28,6,1,3,674,51,1,0,1,9
1,0,2,81,8,3,3,688,4,1,0,1,19
0,0,2,80,34,7,5,633,101,1,1,0,19
1,0,2,229,6,15,0,300,85,1,1,1,12
0,0,2,29,13,0,0,412,4,1,1,1,17
1,0,2,29,11,1,6,174,4,1,0,1,19
2,0,2,252,6,8,6,713,4,0,0,0,9
0,0,2,5,71,14,0,523,51,0,0,1,0
0,0,2,109,5,4,6,422,85,1,0,0,12
0,0,2,53,17,9,3,470,51,1,0,0,2
0,0,2,96,15,0,2,674,4,1,0,0,9
0,1,2,65,6,14,5,712,17,1,0,0,11
0,0,2,41,5,5,2,506,4,1,0,0,9
3,0,2,38,6,8,0,42,85,1,0,0,12
1,0,2,105,4,17,2,770,103,1,0,1,17
0,0,2,13,6,8,0,204,43,1,1,1,18
0,0,2,3,4,5,0,399,43,1,0,0,15
0,0,2,56,4,9,3,566,91,0,0,1,0
1,0,2,224,10,12,5,178,4,1,1,0,17
3,0,2,32,6,2,5,639,4,1,1,1,19
0,0,2,239,6,11,0,101,37,1,0,0,15
1,0,2,10,46,9,5,6,61,1,0,1,19
1,0,2,165,4,8,6,436,85,1,0,0,12
1,0,2,145,7,2,3,509,4,1,1,1,17
0,0,2,7,4,9,4,614,36,0,0,1,9
0,0,2,29,4,11,3,14,4,0,0,1,19
1,0,2,75,5,10,4,260,36,0,0,0,8
0,0,2,66,40,14,6,625,17,1,1,1,19
0,0,2,27,61,9,6,92,71,1,0,0,19
0,0,2,10,17,3,3,476,17,1,0,0,7
1,0,2,113,15,11,4,152,4,1,0,0,9
0,0,2,5,42,7,3,576,51,1,0,1,2
0,0,2,62,37,10,2,6,51,1,0,1,19
0,0,2,1,6,2,5,509,51,0,0,1,17
0,1,2,15,72,5,3,621,93,1,1,1,19
0,0,2,107,16,12,4,697,4,0,1,1,19
1,0,2,20,8,13,2,37,51,1,0,0,3
1,0,2,47,49,13,5,148,4,1,1,1,19
0,1,2,2,1,14,3,530,51,1,0,0,13
0,0,2,266,3,9,2,84,4,0,1,0,9
0,0,2,169,63,6,3,688,4,1,0,0,19
1,0,2,35,4,13,3,597,91,0,0,0,0
1,0,2,5,3,9,3,721,100,1,1,1,10
1,0,2,71,9,1,3,6,51,1,1,0,19
3,0,2,257,3,9,0,368,85,1,1,1,12
0,0,2,78,20,6,4,148,4,1,0,1,19
5,0,2,233,9,10,0,160,4,1,0,1,19
0,0,2,91,12,0,2,770,4,1,0,0,17
0,0,2,93,24,14,3,688,4,0,0,0,19
0,1,2,79,4,4,1,289,103,1,0,1,19
0,0,2,41,22,14,3,452,4,1,0,0,16
0,0,2,42,35,5,4,350,4,1,0,0,9
0,1,2,35,4,9,4,397,43,0,0,0,15
1,0,2,326,11,11,1,377,4,1,0,0,9
0,0,2,57,6,10,6,601,17,0,0,1,11
1,0,2,67,34,5,0,693,91,1,1,1,19
1,0,2,249,19,5,6,543,4,1,0,0,13
0,0,2,12,6,12,3,351,51,1,0,1,5
0,1,2,72,27,8,4,537,4,1,0,0,19
0,0,2,9,4,4,0,376,17,0,0,0,11
1,0,2,57,6,4,5,307,17,1,0,0,11
1,0,2,228,12,0,0,770,4,1,0,0,17
0,0,2,73,15,1,5,178,4,1,1,1,17
0,0,2,24,4,4,4,39,17,0,0,0,1
0,0,2,40,6,4,3,194,37,1,0,1,18
2,0,2,341,4,14,6,287,93,1,0,0,13
0,0,2,41,18,10,4,114,4,1,0,0,17
0,0,2,31,12,15,2,763,91,0,0,0,0
1,0,2,92,5,8,3,592,17,0,0,0,11
0,0,2,85,4,2,1,626,4,0,0,1,19
1,0,2,33,20,12,4,681,14,1,1,1,19
1,0,2,30,6,4,6,307,17,1,0,0,11
1,0,2,52,5,8,6,436,85,1,0,1,12
0,0,2,33,3,15,1,6,101,0,0,0,19
0,0,2,13,7,5,0,6,61,1,1,1,19
1,0,2,95,93,7,2,438,4,1,0,1,17
1,0,2,22,4,4,2,373,4,1,1,0,19
1,1,2,74,6,11,5,425,85,0,0,0,12
0,0,2,42,5,6,4,694,4,1,1,1,19
1,0,2,19,6,7,6,639,91,1,0,1,19
0,1,2,321,4,5,3,287,93,1,1,1,13
0,1,2,9,5,20,2,187,93,0,0,0,18
0,0,2,123,6,23,2,428,85,0,0,0,19
1,0,2,10,4,5,0,6,51,1,1,0,19
1,0,2,38,3,13,6,287,43,1,1,1,13
0,0,2,94,5,4,1,311,91,1,0,0,0
0,0,2,17,2,13,1,742,101,0,0,0,0
0,0,2,184,7,4,1,152,4,1,1,1,9
0,0,2,11,26,3,4,770,4,1,0,0,17
5,0,2,44,5,1,5,43,51,1,1,1,13
0,0,2,30,17,12,5,680,4,1,0,1,19
1,0,2,191,6,11,6,717,51,1,0,0,0
0,0,2,38,3,10,3,265,4,1,0,1,19
0,0,2,41,18,5,6,777,4,1,0,1,17
0,0,2,124,4,14,5,300,85,0,1,1,12
1,0,2,10,4,7,5,713,51,0,1,1,9
1,0,2,27,17,1,1,468,37,1,0,1,20
0,0,2,54,19,5,2,306,4,0,0,0,19
0,0,2,14,12,0,0,669,4,1,1,1,17
0,0,2,95,5,12,0,287,43,1,0,0,13
0,0,2,15,9,5,2,685,4,1,1,1,19
1,0,2,186,5,2,4,590,4,0,0,1,19
1,0,2,29,6,3,0,6,51,1,0,0,19
0,0,2,10,24,14,0,738,36,1,0,1,9
0,0,2,41,24,12,6,397,43,0,1,0,15
0,0,2,7,48,7,2,267,36,1,0,1,8
0,0,2,47,13,16,4,438,85,1,0,0,17
0,0,2,9,5,5,0,543,4,1,1,1,13
3,0,2,338,5,13,1,438,85,0,0,0,17
0,0,2,53,7,1,5,530,43,1,1,1,13
0,0,2,28,14,4,2,693,4,1,0,0,19
0,0,2,46,13,13,4,49,4,1,1,1,9
0,0,2,107,7,6,2,770,4,1,1,0,17
2,0,2,169,4,13,4,101,37,1,0,0,15
0,0,2,409,5,20,0,287,93,0,0,0,13
0,0,2,24,32,15,2,733,4,1,0,0,9
0,0,2,5,3,9,4,377,4,0,0,0,9
1,0,2,35,5,4,1,723,4,0,1,0,9
1,0,2,6,3,15,6,285,93,1,0,0,12
1,0,2,161,17,2,1,160,93,1,1,1,19
1,0,2,283,13,9,0,762,4,0,0,0,17
0,1,2,11,32,5,2,296,4,0,1,1,17
0,1,2,42,6,2,4,376,17,0,0,0,11
0,0,2,47,11,5,2,720,4,1,0,1,9
0,0,2,1,31,5,1,280,36,1,0,1,17
3,0,2,296,5,22,1,436,85,1,0,0,12
2,1,2,249,4,10,6,367,43,0,0,0,15
0,0,2,63,7,12,4,148,4,1,0,0,19
2,0,2,8,6,12,0,310,4,1,1,1,17
1,0,2,131,3,9,5,6,61,1,0,1,19
0,0,2,59,12,5,4,758,17,1,0,0,7
0,0,2,197,9,3,0,6,61,0,0,0,19
0,0,2,26,12,7,1,291,4,0,1,0,19
0,0,2,70,7,0,1,300,85,1,1,1,12
0,0,2,215,3,17,2,404,43,1,0,1,15
0,0,2,55,27,10,3,171,17,1,0,0,5
1,0,2,330,6,19,6,433,51,1,1,0,12
0,0,2,27,5,6,2,436,85,0,0,0,12
3,0,2,18,7,23,6,178,4,1,1,1,17
0,1,2,38,4,8,5,172,85,1,0,0,12
0,0,2,88,6,7,4,310,4,0,1,1,17
0,0,2,10,20,9,1,289,4,1,0,0,19
0,0,2,29,9,7,2,296,4,0,0,0,17
0,0,2,66,40,8,3,163,100,1,1,1,9
0,0,2,198,4,4,1,422,85,1,1,1,12
0,0,2,9,13,4,4,564,17,0,0,0,7
1,0,2,27,6,4,1,717,51,1,1,1,0
1,1,2,140,6,9,6,6,51,0,0,0,19
0,0,2,21,21,2,1,639,4,0,0,0,19
0,0,2,15,20,2,5,163,4,0,0,1,9
2,0,2,32,27,22,5,174,4,0,0,0,19
0,0,2,110,9,0,4,6,61,0,0,0,19
0,0,2,258,6,10,1,430,4,1,1,0,12
0,0,2,60,15,7,6,154,4,1,1,1,17
0,0,2,236,112,4,4,296,4,0,0,0,17
0,0,2,19,5,14,2,701,17,0,0,0,11
